controller,time_s,x_m,y_m,speed_mps,yaw_rad,accel_command_mps2,steer_command_rad,speed_command_mps,cross_track_error_m,heading_error_rad,controller_update_ms,controller_iterations,controller_status,progress_m,lap_count,collision,minimum_clearance_m,minimum_ttc_s,critical_beam_index,critical_beam_angle_rad,critical_scan_range_m,critical_side_distance_m,termination_reason
MPC,0.10999999999999999,-0.15468177081055906,-0.14824840573369022,0.28888366911569724,3.9064129078869554,7.999999999955618,0.0010674699578754232,0.7999999999955618,0.014290754716785635,0.0006784020779875277,0.5650000000003708,2,optimal,0.0,0,0,1.0036191251214535,nan,911,1.6182113067655237,1.1587935224582913,0.15517439733683772,running
MPC,0.21000000000000005,-0.18765315020192364,-0.17967402240838462,0.5973968804058389,3.9049282055530163,8.0,-0.00020474431640465435,1.0888836691156973,0.059839372120384246,0.0008063002559506316,0.4480999999998403,2,optimal,0.0,0,0,1.0035298597699316,7.027108816419448,355,-0.803660797034291,1.624293115335099,0.21530714918272373,running
MPC,0.3100000000000001,-0.24433877682234767,-0.23088199383646593,0.9059100916959805,3.892810200529205,8.0,-0.09200759078008543,1.397396880405839,0.06380895508908481,0.01297521935627266,0.7835999999996623,3,optimal,0.19996152729069755,0,0,1.0192044054345164,3.3403726319953813,361,-0.7775254865616312,1.6430658197200732,0.22094939445953415,running
MPC,0.4100000000000002,-0.3232234752764248,-0.30347152702926167,1.214423302986122,3.896421540917716,8.0,0.2221516745788939,1.7059100916959804,0.0436512162988778,0.009363878967761252,0.8871000000003626,3,optimal,0.19996152729069755,0,0,1.0332980903146094,2.2066105090825596,346,-0.8428637627432809,1.5376050291414343,0.20762130414308752,running
MPC,0.5100000000000002,-0.41597397585559925,-0.4057778976461084,1.5229365142762639,3.9407649329227463,8.0,-0.09200759078008541,2.0144233029861223,0.019481649579847958,0.034918223369249546,0.9270000000003442,3,optimal,0.39992305437013026,0,0,1.043725618279521,1.6495013705254764,695,0.6773401297497683,1.7728454278549484,0.21187243445594103,running
MPC,0.6100000000000003,-0.5392348243888925,-0.5212253915982704,1.8314497255664055,3.8948338919594927,8.0,-0.13566492001314717,2.3229365142762637,0.04998629923219351,0.01106588199639802,0.9664999999996482,3,optimal,0.5998845816608278,0,0,1.048239046794647,1.3166775302022549,361,-0.7775254865616312,1.649970058964982,0.22094939445953415,running
MPC,0.7100000000000004,-0.6922198180642792,-0.6497295777151493,2.139962936856547,3.858069686370406,8.0,0.17849434534583214,2.6314497255664056,0.051454301017511354,0.047894628145563445,0.967499999999788,3,optimal,0.7998461085784672,0,0,1.0370994060480452,1.0249854037613033,351,-0.8210843373493977,1.4909647911273418,0.21178185999974475,running
MPC,0.8100000000000005,-0.8575532347061201,-0.8105131073065851,2.448476148146688,3.9152389531847787,8.0,-0.13566492001314717,2.9399629368565474,0.02150313018235511,0.00921934997569629,0.8590000000001652,3,optimal,0.9998076358691644,0,0,1.0498313442984606,0.9334016336765802,717,0.7731696014828544,1.6515060622409339,0.22193355627601147,running
MPC,0.9100000000000006,-1.0481962256309658,-0.9894994855387843,2.756989359436829,3.894663597451964,8.0,0.17849434534583214,3.248476148146688,0.043139179789903594,0.011423947431906,0.859499999999791,3,optimal,1.1997691626984577,0,0,1.0007080025024315,0.7991854303864668,356,-0.7993049119555145,1.5804988609695254,0.21621722807816315,running
MPC,1.0100000000000007,-1.2494766498462109,-1.2014234655084501,3.06550257072697,3.979584213412343,8.0,0.09879408843696688,3.5569893594368294,0.06632201938662453,0.07336788690819418,0.8767000000000635,3,optimal,1.5996922168357823,0,0,1.010369627581573,0.6823797147214182,717,0.7731696014828544,1.5683908297339682,0.22193355627601147,running
