controller,lap_completed,collision,lap_time_s,control_updates,cross_track_rmse_m,cross_track_max_m,heading_rmse_deg,heading_max_deg,mean_speed_mps,max_speed_mps,steering_total_variation_rad,max_abs_steer_deg,median_controller_update_ms,max_controller_update_ms,deadline_misses_100ms
MPC,True,False,23.61000000000089,236,0.14344038644806553,0.5162162926143335,4.779942992404511,19.35703437256386,6.639210436080996,7.986737700406836,6.247678901901047,24.000000000000004,0.504549999999826,1.4864000000001099,0
Pure Pursuit,True,False,23.48000000000087,235,0.13267747084754342,0.3692983251946318,5.53831063898796,15.685809656286526,6.702709901159381,7.999999998527062,2.879770343112379,7.1496273339168095,0.0577000000001604,0.3356999999999388,0
