controller,time_s,x_m,y_m,speed_mps,yaw_rad,accel_command_mps2,steer_command_rad,speed_command_mps,cross_track_error_m,heading_error_rad,controller_update_ms,controller_iterations,controller_status,progress_m,lap_count,collision
Pure Pursuit,14.609999999999733,-50.869228647685546,-7.199277467009637,7.212099724632334,5.0289767123053535,3.710300753676661,0.029103794204460853,7.5831298,0.07833932945041873,0.0013080072104898477,0.06500000000020378,0,not_applicable,91.9756402,0,0
Pure Pursuit,14.70999999999973,-50.64842885051519,-7.893957639232608,7.355184324678461,5.0484330094585905,2.734163753215384,0.04222286175963446,7.6286007,0.0813416056655447,0.006011495124539579,0.05589999999999762,0,not_applicable,92.5754813,0,0
Pure Pursuit,14.809999999999729,-50.4085948631557,-8.595269812484164,7.46062502964066,5.085583792449409,1.4977637035933977,0.06367609180951536,7.6104014,0.08020964278605924,0.010829881788978923,0.0653000000001569,0,not_applicable,93.3752695,0,0
Pure Pursuit,14.909999999999727,-50.140211822220174,-9.294659597801497,7.518385015884337,5.156472571248322,-0.1385111588433663,0.06541497044494507,7.5045339,0.12517312387260632,0.007104545839680121,0.059599999999715436,0,not_applicable,94.1750576,0,0
Pure Pursuit,15.009999999999724,-49.831376325766456,-9.97907405333366,7.506213718992101,5.258168329159858,-1.0914431899210086,0.054862334732032995,7.3970694,0.163353383380078,0.06183191492419393,0.08499999999989072,0,not_applicable,94.7748988,0,0
Pure Pursuit,15.109999999999722,-49.46994527938226,-10.62939413508479,7.4103060735975514,5.381029753281347,-1.5413277359755106,0.03365170604401733,7.2561733,0.15254625039090874,0.11222153117490574,0.06810000000001537,0,not_applicable,95.5746869,0,0
Pure Pursuit,15.20999999999972,-49.054138854274235,-11.23152409522801,7.274866029348045,5.48505152412805,-1.5690502934804496,0.025619356785317356,7.117961,0.15627636782147677,0.13215374260290513,0.0606000000002993,0,not_applicable,96.3744751,0,0
Pure Pursuit,15.309999999999718,-48.58965423509803,-11.779171819047189,7.136989939650488,5.566713608008741,-1.2095773965048817,0.021545509734034015,7.0160322,0.13301439034606735,0.14277072489803633,0.060599999999855214,0,not_applicable,96.9743163,0,0
Pure Pursuit,15.409999999999716,-48.08972180672124,-12.278392568354084,7.030701567436036,5.604620505052458,-1.483075674360359,0.04969396691951292,6.882394,0.12127120435512158,0.07458950801282249,0.060200000000065756,0,not_applicable,97.7741044,0,0
Pure Pursuit,15.509999999999714,-47.568076374546365,-12.736626501959751,6.900380266993334,5.6533545378983066,-1.165417669933344,0.07854360302732807,6.7838385,0.11712738482617989,0.03455147118969926,0.05759999999987997,0,not_applicable,98.3739456,0,0
Pure Pursuit,15.609999999999712,-47.02493440665343,-13.150840906478134,6.797972312409277,5.758106155537656,-1.112780124092767,0.10008367157805254,6.6866943,0.17444216082511713,0.041816694846009916,0.0581999999997862,0,not_applicable,98.9737867,0,0
