time_s,x_m,y_m,speed_mps,yaw_rad,accel_command_mps2,steer_command_rad,speed_command_mps,cross_track_error_m,heading_error_rad,mpc_update_ms,mpc_iterations,solver_status,progress_m,lap_count
0.01,0.7,0.0,0.0,1.37079632679,7.999999997316215,0.19039955869638642,0.7999999997316216,0.3692983251946318,0.2509290443238812,0.7905999999993085,3,optimal,0.199947,0
0.10999999999999999,0.7028057820206877,0.014012585532999333,0.2888836690203872,1.376744561489051,8.0,0.4188790204786391,1.0888836690203871,0.36498641432120754,0.24498080962483026,0.8796999999995947,3,optimal,0.199947,0
0.21000000000000005,0.7078635360986317,0.059093635828919,0.5973968803105287,1.4169221155859966,8.0,0.3696330494761094,1.3973968803105288,0.3586492438710313,0.2048032555278847,0.8495999999986736,3,optimal,0.199947,0
0.3100000000000001,0.7017189702767659,0.13523552372877604,0.9059100916006703,1.5038861132460883,8.0,0.4188790204786391,1.7059100916006704,0.3699510632600159,0.1337270257217278,0.8694000000000202,3,optimal,0.3998941,0
0.4100000000000002,0.6831320505882252,0.24078528597152637,1.2144233028908118,1.627138746718609,8.0,0.10471975511965981,2.014423302890812,0.3714506721983421,0.01047439224920721,0.8958999999997275,3,optimal,0.3998941,0
0.5100000000000002,0.6461858883296608,0.3738465621735005,1.5229365141809534,1.7532453802763677,8.0,0.3894497315258043,2.3229365141809533,0.39996487474376624,0.09978331966835619,0.9233000000001823,3,optimal,0.5998411,0
0.6100000000000003,0.5959209678091716,0.5350192278802602,1.831449725471095,1.8520705791749317,8.0,0.075290466166825,2.631449725471095,0.43958590499371525,0.18275292415161548,0.9904000000000579,3,optimal,0.7997882,0
0.7100000000000004,0.5048549060417459,0.7127196666247096,2.1399629367612367,2.0204194426783504,8.0,-0.2388687991921543,2.939962936761237,0.5124752893286496,0.3352128045147378,0.8678999999993664,3,optimal,0.9997352,0
0.8100000000000005,0.3952888702242735,0.915643159045066,2.4484761480513777,2.0433419090805107,8.0,-0.1898362918028454,3.2484761480513775,0.5942330737303536,0.3422104236943637,0.7338999999983997,3,optimal,1.1996823,0
0.9100000000000006,0.2983786530851616,1.1583522162763666,2.7569893593415187,1.9226800179471137,8.0,-0.4188790204786391,3.556989359341519,0.6550739055051408,0.2055803790476105,1.227799999999668,3,optimal,1.3996293,0
1.0100000000000007,0.22852079661982957,1.4417724827001035,3.0655025706316597,1.7452707067593924,8.0,-0.10471975511965981,3.8655025706316595,0.683045409113633,0.0039057386285072937,0.8220000000003225,3,optimal,1.7995234,0
1.1100000000000008,0.22742675348891458,1.764273196604142,3.3740157819218006,1.4690921265579298,8.0,0.14093075637438662,4.174015781921801,0.6228268580591344,0.2962034023641986,0.8831999999996398,3,optimal,1.9994704,0
1.2100000000000009,0.27691649929350914,2.114809205594021,3.6825289932119416,1.3929264221144488,8.0,0.0956580328998893,4.482528993211941,0.49786075902750926,0.4047858254210617,0.7796999999989396,3,optimal,2.3993645,0
1.310000000000001,0.32342602307277407,2.496848337515473,3.9910422045020826,1.4867500465581394,8.0,0.2454437743400354,4.791042204502083,0.3616164865425277,0.34364796264472863,0.7930999999992139,3,optimal,2.7992586,0
1.410000000000001,0.3395916123084374,2.912035995874505,4.299555415792225,1.6191522925616813,7.2222363147721405,0.3828749659965525,5.0217790472694395,0.23346638632832398,0.24423625359784307,0.9760999999999243,3,optimal,3.1991527,0
1.5100000000000011,0.27669707083066825,3.351444999132535,4.578074830563055,1.9106103072944483,6.585437608851915,0.06871570063757321,5.236618591448247,0.16123554383332073,0.01388992080628837,0.7442999999991429,3,optimal,3.5990468,0
1.6100000000000012,0.08432759354006635,3.7801940832404464,4.832036643620277,2.2539236509949587,6.11110838382695,-0.2454435647214061,5.4431474820029715,0.21557023217080826,0.3064882269150173,0.7646000000010034,3,optimal,4.1988879,0
1.7100000000000013,-0.20949050172804368,4.179309764006223,5.067706352624847,2.325686476413676,5.31765343171586,-0.29717025238147576,5.599471695796433,0.31367207408750525,0.34390460173235127,0.7920000000014582,3,optimal,4.598782,0
1.8100000000000014,-0.516208243784138,4.596165082189851,5.2727771447181855,2.076442612710109,4.669424610959553,-0.054622967724813364,5.739719605814141,0.42440876040464726,0.042238571548892434,0.8169000000002313,3,optimal,5.1986231,0
1.9100000000000015,-0.7522596024698628,5.077428316535751,5.45284954241873,1.7889188243781762,3.7580755693865635,0.1362674045917108,5.828657099357386,0.41042059647992213,0.2809001349277138,0.9325999999996171,3,optimal,5.5985172,0
2.010000000000001,-0.9143763305307159,5.60603291537964,5.597776537691538,1.7687168383557181,3.296502336090525,0.232396644521695,5.92742677130059,0.2773846854743216,0.35564391131094686,0.7458000000006848,3,optimal,6.1983584,0
2.109999999999999,-1.0804432115852314,6.1475773606193584,5.724903352908131,1.9893689918292057,2.8921948667169377,0.17016129896713497,6.014122839579825,0.1175029699911404,0.19103795712422933,0.9038000000014534,3,optimal,6.7981995,0
2.209999999999997,-1.3295874647018904,6.668777811596988,5.836438393659095,2.2536189995971205,2.5140872821457365,0.055158255698939035,6.0878471218736685,0.044548034225481606,0.015662342145305708,0.6496999999994202,2,optimal,7.3980406,0
2.3099999999999947,-1.6775678386657409,7.142956508549752,5.933392036268905,2.414612247946058,2.192307104312836,-0.016018980413013955,6.152622746700189,0.06292830189762799,0.1192622346437151,0.8563999999999794,3,optimal,7.9978818,0
2.4099999999999926,-2.094249386921796,7.571424279297093,6.017936499379623,2.4552623711553427,1.9318761546997087,-0.01870740947400658,6.211124114849594,0.061506248324189466,0.10524526253287236,0.6671999999996459,3,optimal,8.5977229,0
2.5099999999999905,-2.539659343388381,7.982046964849193,6.092437663917281,2.40878109975389,1.7411182892740658,0.0388840591705765,6.266549492844687,0.05483320456297082,0.007231015945186936,0.6256999999996182,2,optimal,9.197564,0
2.6099999999999883,-2.9914120654838117,8.396206916985287,6.1595824132497725,2.3920638529040317,1.6161158365288513,0.08715422481789983,6.321193996902657,0.043142504814102076,0.058064164573982335,0.7406999999988173,3,optimal,9.7974051,0
2.709999999999986,-3.4541532166595927,8.80776414167688,6.221906549067819,2.4697041141687253,1.517834733521077,0.07580461145592843,6.373690022419927,0.051180667818858605,0.026204592003114424,0.9050999999988818,3,optimal,10.3972463,0
2.809999999999984,-3.9464580431431093,9.193118087764084,6.280440557548608,2.59106616139194,1.4349517806902043,0.02767858602904252,6.423935735617628,0.06941061786426106,0.052045648444211334,0.5012999999998158,2,optimal,10.9970874,0
2.909999999999982,-4.4741171412186445,9.53888782222554,6.335778255287013,2.67168002582989,1.372135715368744,-0.004620808456209079,6.472991826823888,0.07333990682823091,0.0921242717017643,0.537399999998911,2,optimal,11.5969285,0
3.00999999999998,-5.029244029573187,9.849997853438758,6.388693504771302,2.6981811514247274,1.3210696444299201,-0.007964761308721523,6.5208004692142945,0.07796284650911775,0.08060264017060614,0.5464999999995612,2,optimal,12.1967697,0
3.1099999999999777,-5.60061570753579,10.141868847824389,6.439639434563928,2.6984885567488344,1.278404109102257,0.005806970947093224,6.567479845474153,0.10462418869100183,0.04535025988486918,0.49570000000009884,2,optimal,12.7966108,0
3.2099999999999755,-6.181612789097856,10.425705222715187,6.488940004192135,2.701059671247499,1.8183102955571944,0.031945992775571114,6.6707710337478545,0.059764633311024926,0.004275060672874975,0.5205000000003679,2,optimal,13.596399,0
3.3099999999999734,-6.771887077472504,10.704190574174088,6.559061597742669,2.72727666062921,1.8823888551928174,0.035243986276084285,6.747300483261951,0.031079715652030878,0.0005452767652580626,0.5071000000000936,2,optimal,14.1962401,0
3.4099999999999713,-7.376075553501026,10.969299909646965,6.631654326569208,2.779765696804385,1.805239952941004,0.019880358891241415,6.812178321863309,0.0691992193599845,0.02545334383675346,0.5498999999993259,2,optimal,14.7960812,0
3.509999999999969,-7.996061513418918,11.214997009535717,6.7012718734480945,2.8115706087701646,2.2773549177326835,0.017953010813839976,6.929007365221363,0.0896396640411636,0.02413703837610459,0.5292000000007846,2,optimal,15.5958694,0
3.609999999999967,-8.629824866375904,11.446898817802023,6.789096133312732,2.8151712487026064,2.2479867994241722,0.030333501151779813,7.013894813255149,0.048984600265510374,0.005623138111177983,0.5215000000005077,2,optimal,16.1957105,0
3.709999999999965,-9.276027036996176,11.669835007663012,6.875787836616256,2.839109049146075,2.0698849088534415,0.03027399289533609,7.0827763275016,0.09700477720844428,0.009774535642203652,0.6652000000002545,3,optimal,16.7955517,0
3.8099999999999627,-9.936145877202955,11.876971967329665,6.955611191645178,2.8914864318010998,2.4315929675160834,0.00615585413050877,7.198770488396787,0.06697864346884731,0.03938537919138252,0.5045999999993,2,optimal,17.5953399,0
3.9099999999999606,-10.611749868854064,12.062420272856443,7.049383511015042,2.9228569542763956,2.2738848895516424,-0.009122674556169745,7.276771999970205,0.0855504336502329,0.05637700579199523,0.4911000000005217,2,optimal,18.195181,0
4.009999999999959,-11.300848136623108,12.23201969561324,7.137073952187505,2.925648225564874,2.5302911663072987,-0.010099613587035452,7.3901030688182345,0.03880533178020745,0.04337407602288179,0.5959999999998189,2,optimal,18.9949692,0
4.109999999999957,-12.001422432984585,12.393633221662375,7.2346524838395725,2.9281009558482163,2.243334572958406,-0.013015601459758113,7.458985941135413,0.09789893497912931,0.036408039488246224,0.4929999999996326,2,optimal,19.5948103,0
4.209999999999955,-12.711833676982396,12.55331749819879,7.3211647779772715,2.9164725247938543,2.2447671447965045,-0.00779133375442189,7.545641492456922,0.02549080832762291,0.015445544917512155,0.548599999999233,2,optimal,20.3945985,0
4.3099999999999525,-13.429381228367186,12.720598029020676,7.4077323180322425,2.892683182376401,2.168868598614757,0.004827899529046685,7.6246191778937185,0.039171049607550926,0.013992859413399117,0.5679000000000656,2,optimal,21.1943866,0
4.40999999999995,-14.15385419318802,12.895512500998784,7.491372895060365,2.8997087686360943,2.0468952387471813,-0.0004255350174657871,7.696062418935083,0.09262843152029947,0.008928630458221232,0.5572000000002575,2,optimal,21.9941748,0
4.509999999999948,-14.886085752783094,13.072849136980029,7.5703096729704145,2.910587307408599,1.4711619884254463,-0.00837291906299848,7.717425871812959,0.06141311234832421,0.002901829585544302,0.5769999999989395,2,optimal,22.594016,0
4.609999999999946,-15.625686547883584,13.24815693550691,7.627043786642554,2.9197579533747713,1.2769184487795118,-0.02059124592464125,7.754735631520505,0.022648345972466254,0.016576019322131152,0.5627999999999744,2,optimal,23.3938041,0
4.709999999999944,-16.371157317791983,13.421519058176937,7.676287063041128,2.910296803932028,1.1827834652888995,-0.02558751867385303,7.794565409570018,0.02188893096329399,0.015321371106533643,0.5699999999997374,2,optimal,24.1935923,0
4.809999999999942,-17.119453659591557,13.603391028505166,7.721900103683273,2.867492251836311,1.1038829001314014,-0.012823095688361198,7.832288393696413,0.05132541501505461,0.015566997949800765,0.5640000000006751,2,optimal,24.9933805,0
4.90999999999994,-17.867103733067193,13.805389361892463,7.7644704109842495,2.8229205354500477,1.0217947983646585,0.0010948118700197325,7.866649890820716,0.07459720590110668,0.04450214577591227,0.6192999999994342,2,optimal,25.7931687,0
5.009999999999938,-18.611869554827464,14.032245369236039,7.803875060299631,2.799281932544701,0.9252619930677182,0.0032490292521100057,7.896401259606402,0.09231169508199961,0.04877101648477211,0.5237999999998522,2,optimal,26.5929568,0
5.1099999999999355,-19.355443722337796,14.275361053962003,7.8395570038953855,2.811072825349828,0.41950718949304755,-0.008186290386931873,7.88150772284469,0.09180607364192278,0.01999305009576835,0.516599999999201,2,optimal,27.192798,0
5.209999999999933,-20.100120961628434,14.523177169719192,7.855734942669111,2.8253225590850644,0.2923027260736361,-0.03838711387648599,7.884965215276474,0.07710008388283263,0.02020376780890043,0.4837999999995901,2,optimal,27.9925861,0
5.309999999999931,-20.84640363671723,14.770450485908414,7.867007349255341,2.818448602314552,0.28184395031968507,-0.06469558732020152,7.89519174428731,0.07180128424643648,0.043070333855392384,0.7494000000001222,3,optimal,28.7923743,0
5.409999999999929,-21.590238617517926,15.028300612299136,7.87787642202982,2.752104567242112,0.2948262983205506,-0.05950355148573301,7.907359051861874,0.08986947976109125,0.010296320126118808,0.660299999999836,3,optimal,29.5921625,0
5.509999999999927,-22.32268143931392,15.319703452768032,7.889246148038278,2.6510025710790455,0.3061300586708702,-0.03141781436919789,7.919859153905365,0.11378389848585481,0.05336255485395558,0.6024999999993952,3,optimal,30.3919507,0
5.609999999999925,-23.034803479464088,15.66035245926787,7.901051793972401,2.5743403577844446,0.315575979114786,-0.011746663624668738,7.93260939188388,0.12048354752135348,0.08867806120007948,0.7502000000005893,2,optimal,31.1917388,0
5.709999999999923,-23.72427989738443,16.047317820306493,7.913221713812743,2.5345047063776405,0.3161098797196921,-0.007651605041214165,7.944832701784712,0.11111673808847009,0.08508871576797494,0.4984999999999573,2,optimal,31.991527,0
5.809999999999921,-24.394277080265137,16.469521282329286,7.925412223076851,2.51694228305927,0.3055035927182162,-0.012210565945557684,7.955962582348673,0.09565694941291931,0.06307792933142853,0.47190000000085774,2,optimal,32.7913152,0
5.909999999999918,-25.052196222625238,16.912510194244064,7.937193709883121,2.513954054212846,0.28706150644438716,-0.023896255818703787,7.96589986052756,0.08632779532125336,0.03182553838403246,0.5282000000006448,2,optimal,33.5911034,0
6.009999999999916,-25.699719705348414,17.372527591796235,7.948263993281989,2.476834554120949,0.26109578661743327,-0.013409248677526487,7.974373571943732,0.08264935596779605,0.03999411518347529,0.557600000000491,2,optimal,34.3908915,0
6.109999999999914,-26.3337286634827,17.852719778791666,7.958332930729949,2.4327103163439068,0.23001404799143055,0.005663547783272299,7.981334335529092,0.07629779662620448,0.0604231357619347,0.5356000000000805,2,optimal,35.1906797,0
6.209999999999912,-26.951703790143547,18.354887370582237,7.967203227303409,2.407364348378505,0.1973460501966355,0.019436487638252696,7.986937832323072,0.062075048955349425,0.0673089670983047,0.4473000000002614,2,optimal,35.9904679,0
6.30999999999991,-27.55886356207349,18.87137935026183,7.974813710263606,2.4184788942154207,0.1669941066793198,0.0157878095870714,7.991513120931538,0.04845513472004248,0.04295530373308454,0.48560000000108516,2,optimal,36.7902561,0
6.409999999999908,-28.162963488923833,19.392526658899094,7.981253696278377,2.433207234155826,0.1341812408747321,0.011907347768796078,7.99467182036585,0.04496814324615093,0.020200492194137,0.5140000000007916,2,optimal,37.5900442,0
6.509999999999906,-28.769167869002214,19.91210781223661,7.986428281968023,2.444893767653954,0.10420830460007129,0.011118248042376547,7.9968491124280305,0.04848043823768929,0.005691944560016982,0.5394000000000787,2,optimal,38.3898324,0
6.6099999999999035,-29.379457703109992,20.42758812314092,7.9904469868049315,2.4543802530780168,0.0803904456390457,0.01333198310400154,7.998486031368836,0.05257633154666394,0.0014076962385893843,0.4787999999997794,2,optimal,39.1896206,0
6.709999999999901,-29.99428210152536,20.938202652012016,7.993547176122576,2.4629749551934896,0.06202689064136078,0.018748091892907128,7.999749865186712,0.056056413129240194,0.0021600099591534416,0.5201000000001343,2,optimal,39.9894088,0
6.809999999999899,-30.61361191394224,21.443772944428904,7.995939190524839,2.4713297426320437,0.040608094751590953,0.028151746650838142,7.999999999999998,0.06076775405804694,0.0030018752149616468,0.569600000000392,2,optimal,40.7891969,0
6.909999999999897,-31.239115653082177,21.941980666767176,7.997505207239363,2.5025477815482975,0.024947927606368107,0.0282871383477434,8.0,0.06826572801221703,0.009002818715021732,0.5445000000001698,2,optimal,41.5889851,0
7.009999999999895,-31.878178416893608,22.422825058765188,7.998467302896971,2.565806356563173,0.01532697103028214,0.011388893879966158,7.999999999999999,0.07327674781825319,0.047336566773367394,0.601600000000424,2,optimal,42.3887733,0
7.109999999999893,-32.536199189088485,22.87750153548167,7.999058374528459,2.6080266889641455,0.009416254715407845,0.0073598409958480675,7.999999999999999,0.07119062957337396,0.05889487844533159,0.46739999999978465,2,optimal,43.1885615,0
7.209999999999891,-33.20966501135261,23.30910474571828,7.999421504401029,2.6149994410615665,0.005784955989701191,0.027848349386181824,7.999999999999999,0.06858405745446639,0.02942667867515203,0.5071999999994858,2,optimal,43.9883496,0
7.309999999999889,-33.89399996862334,23.723318314242846,7.999644596319723,2.640912595009422,0.0035540368027703806,0.04466139003641507,8.0,0.07289773693381611,0.013058025320413336,0.7206000000010704,3,optimal,44.7881378,0
7.4099999999998865,-34.59136124443798,24.115187902735048,7.999781654733106,2.7012630053845395,0.002183452668942864,0.0471105643024856,8.0,0.08480983686154932,0.025193317041369845,0.7941000000002418,3,optimal,45.587926,0
7.509999999999884,-35.305678339905285,24.47516806620031,7.999865857732431,2.7653640351302373,0.001341422675697914,0.05240510407179304,8.0,0.10178788808085226,0.0350168987796593,0.803799999999022,3,optimal,46.3877142,0
7.609999999999882,-36.038371705153835,24.796061666203144,7.999917588559603,2.827060958526631,0.0011032525072965866,0.06381376959063023,8.0,0.12215507115433326,0.036199688280336595,0.6925999999998211,3,optimal,47.1875023,0
7.70999999999988,-36.78903261506722,25.072206030468553,7.999949369832257,2.905003531179932,-0.011560577341595789,0.0700497002301175,7.998793312098098,0.1456517132518536,0.04715252458385688,0.7174000000009784,3,optimal,47.9872905,0
7.809999999999878,-37.55836806722826,25.290427000829787,7.998933515079145,3.0179187313391265,-0.11931017142347428,0.05756096028474796,7.987002497936797,0.16551255633137585,0.08629219590654236,0.6134999999991564,3,optimal,48.7870787,0
7.909999999999876,-38.34388200398064,25.435856211319656,7.988449453500389,3.135673705449173,-0.3306735733972986,0.03854482247194844,7.955382096160659,0.1745851173111468,0.12305951127701187,0.635499999999567,3,optimal,49.5868669,0
8.009999999999874,-39.13788351389619,25.499969822246022,7.959392399398442,3.2363535367269054,-1.0444506714660708,0.011726002137375308,7.854947332251834,0.1586714288153481,0.1584909945651689,0.5439999999996559,2,optimal,50.186708,0
8.109999999999872,-39.927491014145325,25.4913942085529,7.867614095629542,3.2865606765015616,-1.3141116021216783,0.02411676768996523,7.736202935417374,0.1325183081586829,0.12219291415931055,0.6752999999992682,2,optimal,50.9864962,0
8.20999999999987,-40.70393817013929,25.4286276307885,7.752140060234011,3.3248479212258633,-1.3741584510000422,0.0460587518564042,7.614724215134007,0.11212557120186124,0.07792271122749739,0.5439999999996559,2,optimal,51.7862843,0
8.309999999999867,-41.46318372175948,25.31920853949986,7.631389568910707,3.394084314476701,-1.3367482823335994,0.050793066699893495,7.497714740677347,0.10822863740587016,0.06817325301484267,0.7545999999996056,3,optimal,52.5860725,0
8.409999999999865,-42.20191697707403,25.16232506438006,7.513926395904788,3.4697470614545916,-1.2495818719379603,0.052032325100888094,7.388968208710992,0.12853539064596178,0.06789467542747385,0.6720999999991761,3,optimal,53.3858607,0
8.509999999999863,-42.916759986944896,24.95624932665471,7.404122737618224,3.54450548267852,-1.5271566009242492,0.0434071911371599,7.2514070775257995,0.14748621998819217,0.08741449076943697,0.5191999999993868,2,optimal,53.9857018,0
8.60999999999986,-43.602572953135756,24.702210275882376,7.269927943884627,3.6208535284934547,-1.4171342424641378,0.04820925139078305,7.128214519638213,0.12327377055434871,0.09152655123947318,0.47850000000071446,2,optimal,54.78549,0
8.709999999999859,-44.255490807922506,24.402143868537,7.14540107005571,3.6961552194616445,-1.200488999091265,0.061452188702809996,7.025352170146584,0.14440225980896265,0.08687637867875653,0.6959999999995858,3,optimal,55.5852782,0
8.809999999999857,-44.87275731390794,24.05673635674433,7.039911316408308,3.7857884132919644,-1.3440744035069507,0.05477717874633933,6.905503876057613,0.10944560516733466,0.10533935187468524,0.4825000000003854,2,optimal,56.1851193,0
