time_s,x_m,y_m,speed_mps,yaw_rad,accel_mps2,steer_rad,cross_track_error_m,heading_error_rad,control_update_ms
0.0,0.0,0.75,2.0,0.0,0.43620363260099754,-0.3141592653589793,0.75,0.0,70.57539999732398
0.1,0.2,0.75,2.0436203632600995,-0.19680175422950108,0.470610739243642,-0.3816227044916052,0.7472422203495775,0.22429068994841161,43.53550000087125
0.2,0.400417227287856,0.7100403090907689,2.0906814371844638,-0.44516507763312607,0.31914446530800283,-0.07853464023362047,0.6990521557723502,0.5001429490709475,43.660999999701744
0.30000000000000004,0.5891095048650281,0.6200141290062157,2.122595883715264,-0.49499224568882966,0.10622747536680986,0.11942867015913143,0.5965741555459928,0.5754955574370682,44.463799998993636
0.4,0.7758920828564403,0.5191855546111968,2.133218631251945,-0.417853858305512,-0.09416849423652612,0.18379410030081922,0.47908865596796346,0.5219191149556739,43.3935000000929
0.5,0.9708601485449093,0.43261956447129807,2.1238017818282926,-0.297760503851499,-0.22450154759994284,0.18324248533501603,0.37059536792285336,0.42538770540358417,67.57849999848986
0.6000000000000001,1.1738947300972897,0.3703114688590898,2.1013516270682984,-0.17856430156562508,-0.24924741944594617,0.16664960368634835,0.2805591958255059,0.33171694342812774,43.317099998603226
0.7000000000000001,1.380688683033031,0.3329879155041863,2.0764268851237038,-0.07151776341870335,-0.2244056210248374,0.14380295323074166,0.20969944703378818,0.25019584559162267,22.80350000000908
0.8,1.587800573423024,0.3181504308208323,2.05398632302122,0.019539698866359326,-0.18002912323633885,0.1212284544862568,0.15580021943967454,0.1846638236169773,22.350500001266482
0.9,1.7931599963910485,0.32216360286080065,2.035983410697586,0.09532062100186561,-0.13229904926954675,0.10194801906068046,0.11557046553649257,0.1344083417918882,21.68600000004517
1.0,1.9958340882114722,0.3415413475986242,2.0227535057706314,0.15839953616168023,-0.08893428289072872,0.08672126349564216,0.08578834911589543,0.09685486694249068,21.6443999997864
1.1,2.1955771540613758,0.3734478531414594,2.0138600774815587,0.21165720097229584,-0.052986812331132005,0.07518617268066,0.06381173507985824,0.06912264244229194,22.284399999989546
1.2000000000000002,2.3924690542044487,0.4157551075405629,2.0085613962484454,0.2575991729394836,-0.025003675388262536,0.06659666965535589,0.047707159716759547,0.04870611078552134,21.735099999204976
